active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Mustafa Bayramoglu,W19,2018,"B2B,Engineering, Product and Design",0,"Chicago, IL",https://bookface-images.s3.amazonaws.com/small_logos/63665b13091906728d19943638c3f0e297a3784c.png,"PreFlight is a No-code web testing tool for anyone. Preflight is 20x faster than writing Selenium and Cypress tests. Maintaining Selenium/Cypress tests is also a big challenge. Preflight solves this problem by understanding how users understand any page and adapt to the changes and update the selectors if the test passes.

It's also super easy to set up end-to-end tests that depend on each other with Preflight's Workflow feature. You can orchestrate which test should run after another.

Creating API tests has never been so easy. Preflight prepopulates API tests from UI tests' network calls. So, you can set up API tests in minutes. ",Preflight,"Chicago, IL, USA",No-code Web Apps testing for everyone,Acquired,"developer-tools,saas",5,http://preflight.com
"Pranay Prakash,Andrew Faust",W19,2018,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e2deab66d220bb8a384a1d51047051ecf3b7e95a.png,"Windsor brings AI and deepfake tech to video personalization.

We create personalized videos at scale - where someone can record a single video of themselves talking to a camera, and then send millions of these to customers with unique names, at unique companies and different locations around the globe. Each video will look and sound like it was personally recorded.",Windsor,"San Francisco, CA, USA",AI Powered Personalized Videos,Acquired,"artificial-intelligence,saas,b2b",5,https://windsor.io
"Emil Sjölander,Karl Petersson",W19,2018,"B2B,Infrastructure",0,,https://bookface-images.s3.amazonaws.com/small_logos/90cdd4c09c618b245c8803b65fb77f3512955922.png,Visly is building a next generation design tool initially aimed at front-end engineers. We believe that with the proliferation if component driven software design and popularity of universal design systems it is the perfect time to build a tool like Visly. We enable engineers and designers to collaborate in a single tool and create high quality components that can be directly imported into code using existing tooling developers are used to. Compared to many other design tools we know that the secret to getting this to work well is building a tool engineers will love and building trust with the engineering community. Otherwise these components will never make it into a production code base.,Visly,Remote,Build React components visually,Acquired,developer-tools,6,https://visly.app
"Charlie Warren,Blake Meulmester",W19,2017,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7c5d3a6d72aa7ddc98296b94c59a3ba4b3e19f96.png,,Convex,"San Francisco, CA, USA",Software for the commercial services industry. ,Acquired,"saas,proptech,enterprise",110,https://www.convex.com
"Tyler Dao,William Karnes,Andrew Ninh",W19,,"Healthcare,Healthcare IT",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/6eaaaf1e28fa783d5a7b21445c4423a9a7c60ebd.png,,Docbot,"Los Angeles, CA, USA",,Acquired,,0,https://www.docbot.co
"Nicholas Diao,Justin Wenig",W19,2018,"B2B,Operations",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/0af39114e824d0749031a5cb538dced3cac1cb27.png,Academic operating system for higher education institutions. $100m investment from JMI.,Coursedog,"New York, NY, USA",Higher Ed's Best Friend - integrated academic operations software.,Acquired,"education,saas",100,http://coursedog.com
"Pasha Rayan,Thomas Brunskill",W19,2017,"B2B,Recruiting and Talent",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6ec4d2785125c906ed8554bdfaca38ba13097af0.png,"Forage is changing the world of career discovery and skill-building.

We partner with leading companies to create online job simulations for college students to build skills, gain experience and better understand different career paths. Our free digital learning simulations simulate a 'day in the life' of a junior employee, giving students the chance to complete hypothetical tasks, learn from employees and understand which roles are aligned with their interests and skills.

We believe 'talent is distributed evenly, but opportunity is not'. Our programs let the world's most iconic employers to open their doors to students from all backgrounds, regardless of where they are located, what they study and what university they go to. Employers use these simulations to attract, and ultimately hire, exceptional and high-intent candidates from broad and diverse audiences. 

There are now +4m students in the Forage community, and we currently run job simulations with leading organizations including GE, BCG, HSBC, Goldman Sachs, Lululemon, EY, Accenture, Latham & Watkins, JPMorgan Chase & Co, Citi, BNY Mellon, Prudential, Verizon, Bloomberg, Oliver Wyman, HPE, KPMG, Deloitte, and others.",Forage,"San Francisco, CA, USA","Online job simulations for companies to train, and then hire, students",Acquired,"education,saas",65,https://www.theforage.com/
"Ritik Malhotra,Vamsi Chitters,Tanooj Luthra,Sarat Ravi",W19,,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a85bf1d154ff6315121084f2dedf9b2eacfb7782.png,,Elph,"San Francisco, CA, USA",Acquired by Brex. Building digital payments infrastructure.,Acquired,"payments,infrastructure",5,https://www.elph.com
Ben Taylor,W19,,"Real Estate and Construction,Housing and Real Estate",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/1977d3cc8bce459b7dac1875971bf9b6a14e9fde.png,,Doorport,"New York, NY, USA",Acquired by Alarm.com - We make existing apartment access smart.,Acquired,"smart-home-assistants,iot",3,https://www.doorport.com
"Giuseppe Ancona,Simone Di Somma",W19,2019,"B2B,Analytics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c26caaf0db429752af5070f2f77e3958c651c707.png,"Askdata lets users interact with data through natural language. 

1. Users can connect their Apps and Data.
2. Start making questions like ""Show me revenue for 2018""
3. Receive personalized data insights.",Askdata,"San Francisco, CA, USA",Frictionless Data,Acquired,artificial-intelligence,17,http://www.askdata.com
"Alex Cornell,Sachin Monga",W19,,"Consumer,Social",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5b57554bc3a4ef0255e5f3e73fb9819a5158c908.png,"Cocoon actively brings your most important groups closer together. It provides a private space to gather, the tools you need to keep each other close, and helps you keep writing your ongoing story as a unit.",Cocoon,"San Francisco, CA, USA",Bring your most important groups closer together,Acquired,"team-collaboration,collaboration",6,http://cocoon.com
"Kunal Rajvanshi,Vidur Jain,Manish Pal",W19,,"Fintech,Credit and Lending",0,"New Delhi, India",https://bookface-images.s3.amazonaws.com/small_logos/8a57aa2997d907d0589203748d7cd45c89c36483.png,Seawise Capital is a trade finance company for Indian exporters. We provide SME's working capital against the strength of their international customers. We are able to provide these businesses with collateral-free capital by discounting invoices from their large overseas customers.,Seawise Capital,"New Delhi, DL, India",Trade finance company for Indian exporters,Acquired,finance,3,https://www.seawisecapital.com
"Ivan Kanevski,Dimitri Koterov",W19,,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/fa47637327407a3effadf1f13d23e6c75ae0e10e.png,"Slapdash brings all your apps together in one place to give you new superpowers. 

It's a new type of tool that makes modern computer work less tedious and more fun. It's just one neat trick: we make your workflow insanely fast.

We have built a low-latency, file-system for your cloud apps as well as the fastest interface in the world to drive it: the Command Bar.",Slapdash,"San Francisco, CA, USA",Work at the speed of thought,Acquired,"developer-tools,productivity",6,http://slapdash.com
"Ling Ka Yi,Sandhya Sriram",W19,2018,"Healthcare,Industrial Bio",0,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/c596ab097b07f2b61484b9d5c2369c702ed12d68.png,"Shiok Meats is a cell-based clean meat company, exclusively working on seafood. Shiok Meats is the first cell-based meat company in Singapore and SE Asia and we employ cellular agriculture to grow seafood meat in the laboratory using cells instead of animals. Shiok in Singapore English slang means fantastic and enjoyable. Our meats are animal-, health- and environment-friendly with the same taste, texture and nutrients, but no cruelty. Our mission is to bring delicious and healthy meat by harvesting from cells instead of animals. ",Shiok Meats,"Singapore, Singapore","Shiok Meats is a cell-based clean shrimp company, the first of its…",Acquired,climate,9,http://www.shiokmeats.com
"Gabrielle CHOU,Jeremy CHAMOUX",W19,2017,"B2B,Retail",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/876f66dff22e97cba80fe969792f2c63dd568d79.png,"Allure Systems was Acquired by Farfetch (NASDAQ: FTCH) in Dec 2021. AllureSystems uses generative A.I. to create stunning apparel images for eCommerce. Allure works with leading fashion retailers to improve conversion rates by creating images that resonate with their clients in a scalable and cost-effective way. 
With a single photo of clothing,  a brand can produce unlimited images, on any model, instantly.  The ability to show styles on models in every size increases conversion rates and wow the customers. Without needing models or photographers on-site, brands can produce images for their product page at scale.
",Allure Systems,"New York, NY, USA",A.I. to create stunning fashion images for eCommerce. ,Acquired,"generative-ai,computer-vision,e-commerce,ai",18,http://www.alluresystems.com/
"Oleg Zaremba,Yuriy Zaremba",W19,2017,"B2B,Legal",0,"Kyiv, Ukraine",https://bookface-images.s3.amazonaws.com/small_logos/95bd3baee270d1b082340a1d56709977638c161c.png,"AXDRAFT analyzes patterns in your legal documents and transforms drafting process from erroneous and time consuming copy and paste to a mistake-free simple Q&A. The average time to draft a document with AXDRAFT is less than 4 minutes.

On top of this AXDRAFT allows to integrate data into the document from public registers and your internal databases, eliminating the need to double check every data input.

Data validation, e-signatures, access control, document id, visibility and personal accountability for drafted documents. All of this is possible with AXDRAFT.

45 corporations using AXDRAFT reduce time spent on drafting legal documents by up to 90% and shorten their approval cycles by up to 4 days.

Both of these improvements mean more deals and better financial results for your company every quarter.

And the best part is that from the moment we sign the contract AXDRAFT can be up and running in 2 weeks.

Few case studies are available here: https://www.axdraft.com/customers",AXDRAFT,"Kyiv, Ukraine","AXDRAFT helps corporations draft, negotiate and approve documents 10x…",Acquired,"machine-learning,saas",34,https://axdraft.com
"Richard Girges,Bryan Trang",W19,,"B2B,Supply Chain and Logistics",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/32caddc86b0c6c9727ed1bc95805ded0b3d9cfd9.png,"WorkClout is enabling industrial labor to perform to their highest potential. 

WorkClout is a tool that helps industrial Operations & HR Teams make better decisions to improve production efficiency. WorkClout's SaaS tool centralizes on-the-job employee training, troubleshooting, safety/quality procedures, knowledge building, and performance tracking.",WorkClout,"Los Angeles, CA, USA",Safety & quality software for industrial sectors. ,Acquired,"industrial-workplace-safety,saas",6,https://www.workclout.com
"Thom Adams,Nick Friedman,Adam Pollack",W19,,"Fintech,Credit and Lending",0,"Denver, CO",,"In a transaction powered by Board, sellers and agents are doing business with Board -- not the buyer.  We act as an intermediary buyer of a home, using our cash to buy homes for the 80% of homebuyers who need and qualify for a mortgage. By removing the lender from real estate transactions,  sellers and agents to close in as little as 2-3 days and buyers can lock-in their homes of choice at the best possible price before closing on their mortgage. 

With Board, buyers can ""Buy Now. Mortgage Later"" so everyone can have a cash deal.  

We differentiate ourselves from others in the ""iBuyer"" market by allowing anyone to have an all cash deal as opposed to buying, fixing and flipping properties for ourselves (e.g. Opendoor, OfferPad...etc). Board works directly with national lenders to evaluate the creditworthiness of buyers upfront and will use a short term credit facility to facilitate the purchasing of homes. 

",Accept.inc (formerly BoardRE),"Denver, CO, USA",BoardRE is a new type of mortgage company that upgrades any offer…,Acquired,fintech,80,http://www.accept.inc
"Andrew Ambrosino,Kristen Anderson",W19,2017,"Fintech,Consumer Finance",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/ffc00dece419817c329cf525018aa2712f4452e6.png,"Catch makes it easy for anyone who doesn't get benefits from an employer to set up and manage their own benefits package. We automatically withhold from each paycheck for tax withholding, time off, savings and retirement. We also help you find and enroll in the right health insurance plan and keep your premium payments on track. By connecting to your existing bank account, we monitor when you get paid, and act on a plan that can help keep you covered no matter what life throws at you. ",Catch,"New York, NY, USA",Benefits for independent workers.,Acquired,"fintech,consumer,health-insurance",18,http://www.catch.co
"Anna Wang,Kerry Wang",W19,2018,"B2B,Recruiting and Talent",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/c614da05c9ea2efb343da05c4e5a237c56bad357.png,,Searchlight,"San Francisco, CA, USA",Talent Intelligence improving quality of hire,Acquired,"artificial-intelligence,machine-learning,saas",20,https://www.searchlight.ai/
"Joel Karacozoff,Nicky Montana,Spencer Cassidy",W19,,"Consumer,Gaming",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/026b27d5a5b8191397dc508e0ab166bd5c205258.png,"Our product significantly reduces the amount of time and manual labor necessary for those that are tasked with managing these contests. We give them the easiest tools to manage, track, and communicate with 100s or 1,000s of players.",Balto,"San Francisco, CA, USA",Acquired by FuboTV (NYSE: FUBO) - Contest automation software…,Acquired,"sports-tech,gaming",5,http://playbalto.com
"Abhijeet Dwivedi,Laks Srini",W19,2018,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/dcf6e1a573bd469deaf497a44224b21356c1f65e.png,"What used to be an integral part of the American Dream, or at least a check mark on the way to adulthood, is now well beyond reach for many of us. And nobody bears the brunt of the current housing crisis more than young folks, who, compared to their parents and grandparents, find themselves saddled with more debt and in possession of fewer assets.

But it doesn't have to be this way.

At ZeroDown, we're driven by the radical idea that professionals with steady jobs and healthy finances should be able to afford homes - even in San Francisco. That's why we've come up with an alternative to the rent-or-own dilemma, offering the benefits of homeownership with the flexibility of renting. Here's how it works:

1. ZeroDown buys your home
Choose any home on the market. We'll make an all cash offer on your behalf.

2. Build towards ownership
A portion of your payment goes toward building ownership in your home.

3.You control when you buy
Put the purchase-credits that you've built up towards buying your home from ZeroDown.",ZeroDown,"San Francisco, CA, USA",Find beautiful homes,Acquired,"real-estate,housing",13,https://zerodown.com/
"Austin Appel,Russell Nibbelink,Christopher Van Dyke",W19,2019,"B2B,Operations",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/cd1326e4f02e779f1009ae931cfeb26eb1eb20b7.png,"Overview is a company that takes the cutting edge in computer vision and deep learning and applies it to previously unsolvable manufacturing inspection problems. We are truly a full stack company. We install physical cameras into the facility, run inference on the edge and manage massive deployments. Overview also streams gigabytes of video/image data to the cloud for our web platform to give customers advanced insights and analytics. ",Overview,"San Francisco, CA, USA",AI vision sensors for manufacturing,Active,"deep-learning,iot,computer-vision",15,https://overview.ai
"Manmeet Maggu,Rahul Udasi",W19,2016,"Industrials,Manufacturing and Robotics",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/6edf024636f99502167ab7cb24e80e37d32ca758.png,"Trexo Robotics is building wearable robotic legs to help people walk, starting with childing with Cerebral Palsy. Our product allows children with disabilities like Cerebral Palsy, to walk, in many cases for the first time in their lives. Trexo was started when Manmeet found that his nephew was born with Cerebral Palsy and would never be able to walk. They are already commercial with customers all over US and Canada. Their vision is to replace the wheelchair, for children, adults, and the elderly. ",Trexo Robotics,"Toronto, ON, Canada","Wearable robots to help people walk, starting with children with…",Active,,12,http://trexorobotics.com
"Wenke Ma,Xiangru (Mark) Nie,Zhikang Wang,Yong Zhao",W19,,"Industrials,Manufacturing and Robotics",0,"Shenzhen, China",https://bookface-images.s3.amazonaws.com/small_logos/3d0e3ce55ca8677b9d988629af543689812cee7b.png,,Taobotics,"Shenzhen, Guangdong, China",Autonomous robots for retails. ,Active,robotics,11,http://www.taobotics.com
Shaan Hathiramani,W19,2018,"B2B,Sales",3,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e8335edd9d00bd8491042a36ce074c09859358b3.png,"Flockjay is an AI-powered platform for sales teams looking to get the knowledge they need, when they need it, to close more deals. We combine learning, content, and performance management in one place, so teams can effectively share best practices, coach faster and more effectively, and drive faster onboarding and productivity times.
",Flockjay,"San Francisco, CA, USA","AI-driven learning, content, and coaching for sales teams",Active,"artificial-intelligence,saas,elearning,productivity,sales",12,https://flockjay.com
"Kyle Faller,Chris Mathew",W19,2017,"Industrials,Manufacturing and Robotics",0,"Waterloo, Canada",https://bookface-images.s3.amazonaws.com/small_logos/00d76c09d68459b13ffc2910fece040246c89806.png,"Intelline makes industrial power generators that use 40% less fuel. Our first customers are energy sector and alternative fuel production companies. Replacing a 1MW diesel generator with a 1MW Intelline MLG system can save up to $1,000,000/year in fuel costs alone.

There are 200,000 new industrial generators produced per year, and at $85k for the average generator size this is a $17B market opportunity.

Our generator can efficiently run emerging fuel types that traditional diesel engines can't use (flare gas, syngas, ammonia, hydrogen), and can switch between fossil fuels and any other liquid/gaseous fuel while running.",Intelline,"Waterloo, ON, Canada","We make generators that use 40% less fuel, with any fuel.",Active,"alternative-battery-tech,hardware,alternative-fuels",3,https://www.intelline.ca/
"Milan Ray,Yacine Sibous",W19,2019,"Fintech,Banking and Exchange",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d9461ed7e5093ac18bab6ae2cb43de29136be3a7.png,Parker is a digital bank.,Parker,"San Francisco, CA, USA",Parker is a digital bank.,Active,"banking-as-a-service,fintech",10,https://www.getparker.com
Snigdha Sur,W19,2019,"Consumer,Content",1,New York,https://bookface-images.s3.amazonaws.com/small_logos/81de93451632e70d96c1480bf6474752bab8e2c2.png,"The Juggernaut is a NY-based consumer subscription company and community for the South Asia-curious. Targeted subscription media is a valuable bet: Black Entertainment Television (BET) sold to Viacom for $2.3b in 2000 and Liberty Media valued Univision at $14b in 2017. The U.S. South Asia diaspora alone has over $1 trillion of spending power and is the fastest growing demographic in the U.S., yet is underserved. We're backed by some incredible investors, including Precursor Ventures (also in The Athletic, Superhuman), Kevin Lin (co-founder, Twitch), Adam Hansmann (co-founder, The Athletic), and Balaji Srinivasan (ex-Coinbase CTO, ex-GP a16z).",The Juggernaut,"New York, NY, USA",The global community for the South Asia-curious,Active,"consumer,community,subscriptions",5,https://www.thejuggernaut.com/
"George Fang,John Ling",W19,,"Fintech,Payments",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/3851660137a3ecd29db1fb71f166603825b86c3b.png,,Canopy (was Encarte),"San Francisco, CA, USA",Encarte is building 1-click checkout for all online stores.,Active,"payments,e-commerce",2,https://www.heycanopy.com/
"Schuyler Deerman,James Chan",W19,2017,"Consumer,Food and Beverage",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/d8130636702a2470f188c05293a4e0fe78a453eb.png,,Positive,"Los Angeles, CA, USA",Next gen food brand,Active,"consumer,logistics,supply-chain,food-tech,retail",45,https://www.positive.co
"Diego Saez Gil,Tomas Aftalion",W19,2018,"Industrials,Climate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/2e55b15f7dfd0751a774fd43cb72476048b30df9.png,"Pachama is a leading climate-tech company harnessing cutting-edge technologies such as computer vision and satellites to drive funding to effective reforestation and conservation projects that sequester carbon, enhance biodiversity and enrich local communities around the world.

Through a tech-verified marketplace that counts as customer the likes of Amazon, Airbnb, Netflix and Nespresso, the company drives capital to forests in Brazil, Mexico, India, the USA and beyond. The company is backed by top investors such as Bill Gates' BEV, Chis Sacca's LowerCarbon, Amazon Climate Pledge among others. 

The company is fully remote and driven by a strong sense of purpose.",Pachama,"San Francisco, CA, USA",Restoring nature to solve climate change.,Active,"carbon-capture-and-removal,machine-learning,climate",85,http://pachama.com
"Ng Yi Ying,LIU YI SHU",W19,2018,"B2B,Supply Chain and Logistics",0,"Shenzhen, China",https://bookface-images.s3.amazonaws.com/small_logos/a245b251345898b1be8d12a5e6c8a1de81dc99d7.png,"AllSome is a Fulfillment-as-a-Service platform for Southeast Asia e-commerce sellers to build self-run fulfillment operations. No upfront fee, 99.99% on time shipping and 50% cost saving.",AllSome Fulfillment,"Shenzhen, Guangdong, China",Fulfillment platform to build Southeast Asia e-commerce operations,Active,"warehouse-management-tech,b2b",18,https://www.allsome.com
Zach Waterfield,W19,2016,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/80319ec48a17a03d4ed9021a68910f6cb0be0976.png,"Kopa is the marketplace for monthly rentals and compatible housemates. 

We believe that exploration and community make people whole. Kopa exists to inspire people to get out of their comfort zones, to form lasting relationships, and to live more fulfilled lives.

Kopa enables people to browse rentals, find roommates, and book and pay for spaces all online. ",Kopa,"San Francisco, CA, USA",Find furnished rentals and compatible housemates for 1-12 month stays ,Active,"marketplace,housing,community",6,https://www.kopa.co
"David Kang,Paul Koullick",W19,2019,"Fintech,Consumer Finance",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/0bfbb1071a34d969fc17410d80d00fc916230dcb.png,"Keeper is delightfully smart tax software, especially for people with 1099 contracting & freelance income. Connect your bank to automatically uncover hidden tax breaks!",Keeper,"San Francisco, CA, USA",Taxes made magical,Active,"fintech,consumer",23,https://keepertax.com
"Luana Lopes Lara,Tarek Mansour",W19,2019,Fintech,15,New York,https://bookface-images.s3.amazonaws.com/small_logos/42535d3c0d7bdb4069a3dc31f088f327ee7e59da.png,"Kalshi (www.kalshi.com) is the first federally regulated exchange where you can trade on the outcome of events.  We built Kalshi because we believe that people should be able to capitalize on what they know and have opinions on. We make this possible by expanding what people can trade on and allowing them trade in the domain of everyday knowledge. 

Kalshi is developing a new asset class, “event contracts,” and a financial exchange for trading on the outcome of events: we are federally regulated by the CFTC as the first-ever legal futures exchange in the U.S. for trading on a broad category of events.",Kalshi,"New York, NY, USA",1st federally regulated exchange where people can trade on events,Active,trading,50,https://www.kalshi.com
Adam Simmons,W19,2017,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/28fec8bb63d93f05d8aee0a5d8edeb660cfca8d7.png,"Ultralight is a GPU-accelerated toolkit to embed modern HTML in games and native apps.

Available for C and C++ on Windows, macOS, Linux, Xbox, PlayStation, ARM64 devices, and more.

Developed in collaboration with leading game studios, built GPU-first on a new, lightweight fork of WebKit.",Ultralight,"San Francisco, CA, USA","Universal, Pure-GPU HTML Renderer",Active,"developer-tools,hard-tech,b2b,gaming,api",1,https://ultralig.ht
"Liana Herrera,Michael Mayer",W19,,"Consumer,Food and Beverage",0,"Seattle, WA",https://bookface-images.s3.amazonaws.com/small_logos/252b1a0f81b672503d533503968fdfbf25dd806a.png,,Bottomless,"Seattle, WA, USA",Building the first sensor enabled marketplace for repeat purchases,Active,"marketplace,iot",2,https://bottomless.com
"Kyle Harris,Jesse Unruh",W19,2019,"B2B,Legal",0,"Orlando, FL",https://bookface-images.s3.amazonaws.com/small_logos/8a1e963fe8d08ca86e5fc056086ee498a90aabbb.png,Spire Law represents businesses and business owners in litigation. Spire Tech Services supports the technology development and marketing for Spire Law. Spire Tech Services was part of the Winter 2019 batch.,Spire Law,"Orlando, FL, USA",Tech enabled business and employment litigation law firm.,Active,b2b,10,https://spirelawfirm.com/
"Tom Gellatly,Zach Rausnitz,Erik Duhaime",W19,2017,"Healthcare,Healthcare IT",5,Boston,https://bookface-images.s3.amazonaws.com/small_logos/a8bf2233f3d639f46c87be05e11eb153ca925d88.png,,Centaur Labs,"Boston, MA, USA",Labeling medical data at scale,Active,"crowdsourcing,data-labeling,ai",25,https://centaurlabs.com/
"Ashutosh Priyadarshy,Travis Meyer",W19,,"B2B,Productivity",0,"Kailua, HI",https://bookface-images.s3.amazonaws.com/small_logos/a98b0811e8bda555296ffa8822624544707de471.png,"Sunsama organizes your work one day at a time.

In the morning, plan your day. Pick out what you want to work on today by importing your tasks and meetings for the day from your various tools. Decide how much time you want to spend on each item to make sure you're setting realistic goals for yourself.

As the day goes on, stay focused. Concentrate on one task at a time. Keep track of how long you've been working, and when it's time to shift your attention to something else.

When you're done, shut down for the day. Reflect on what you were able to accomplish. End the day feeling satisfied with what you could do rather than consumed by what you couldn't.

Sunsama is built to improve your relationship with your work. Work should be an engine for fulfillment, not for stress and anxiety.",Sunsama,"Kailua, HI, USA",Daily planner for busy professionals,Active,productivity,7,https://sunsama.com
"Nohtal Partansky,Cassio Santos Jr",W19,2018,"B2B,Supply Chain and Logistics",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/2dfc5eeb06e8051af24bd5a9c7758dbe219fba21.png,,Sorting Robotics,"Los Angeles, CA, USA",We create automation technology for the cannabis industry.,Active,"robotic-process-automation,robotics,computer-vision",12,https://www.sortingrobotics.com/
"Roger Kirkness,Chris Grouchy",W19,2017,"B2B,Analytics",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/d89913eef21655f3b6aca9e9962a1f6323dc2479.png,"Convictional will fundamentally rethink how business leaders make decisions and implement changes. Instead of trying to coordinate through email chains, chat messages and slide decks, you'll get an entirely new kind of decision environment where the right information and the right people will come together instantly.

Your leaders will see every major decision in motion across the enterprise. They'll spot emerging patterns, tap into relevant experience from past decisions, and mobilize exactly the right expertise at the right moment. No hunting for information, no voices lost in the noise, no painful reconstructions of why decisions were made.

Custom workspaces spin up automatically for each type of decision and project. Critical metrics and past decisions will surface proactively. Expert input will flow through structured frameworks from experts inside and outside the company. Everything will be instantly documented. And your team's decision-making playbook will get smarter with every choice you make.

Convictional will be the infrastructure that powers decisions at the world's most ambitious companies.",Convictional,"Toronto, ON, Canada",Infrastructure that powers decisions at the most ambitious companies,Active,b2b,14,https://convictional.com
Xiaoyan Wu,W19,2019,Consumer,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d7fe606e689cba0494e650942b5f7046a1f5191b.png,,SciTok,"San Francisco, CA, USA",Platform for scientists to share their research via videos,Active,video,2,https://www.scitok.com
Julia Zheng,W19,,"B2B,Security",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5968cca6e04e884fd577a2dfa8625bff7bd3a262.png,,Dyneti Technologies,"San Francisco, CA, USA",Reduce payment fraud,Active,"payments,security",3,http://www.dyneti.com
Francis Larson,W19,2018,"B2B,Recruiting and Talent",1,Boston,https://bookface-images.s3.amazonaws.com/small_logos/b0353e108ae308c49b23a266bca88c2a6888d05e.png,Ascen is a back office platform and employer of record for staffing firms.,Ascen,"Boston, MA, USA",EOR for the staffing industry,Active,"saas,b2b,compliance,hr-tech",17,https://ascen.com
"Clayton Mooney,Mahmoud Parto,Danen Pool",W19,2017,"Consumer,Food and Beverage",0,"Ames, IA",https://bookface-images.s3.amazonaws.com/small_logos/ddc468ca88c815e8c0c34bebe82eb4212d416c70.png,"Mission: Provide people with the food they deserve.

We accomplish this mission by building farm+restaurants to serve the world's freshest salads, wraps, and smoothies.",Nebullam (DBA Clayton Farms),"Ames, IA, USA",Indoor farms that grow directly for consumers. ,Active,"vertical-farming,consumer,subscriptions,supply-chain",5,http://ClaytonFarms.com
"Alex Beller,Colin Turner,Adam Turner",W19,2018,"B2B,Marketing",8,,https://bookface-images.s3.amazonaws.com/small_logos/feb213c736f108f91e8194abd3b972fee0e217c3.png,"We are building the #1 revenue channel for ecommerce. Top customers include Ruggable, Dr. Squatch, Thrive Cosmetics, and 10,000 more.

Postscript generates more than $2B/yr in e-commerce revenue for our merchants, growing ~2x per year. Our goal is to generate $1T+ per year in e-commerce revenue.

Interesting challenges:
- Massive Scale
- Real-time conversations across 100M phones
",Postscript,"Phoenix, AZ, USA",The SMS revenue platform for e-commerce merchants,Active,saas,180,https://postscript.io
"Owen Phillips, PhD",W19,2018,"Healthcare,Diagnostics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/37ef137c0b25704bcbf6c8a2e9e8910944567fe6.png,"BrainKey is an AI-driven digital healthcare company with a mission to create a world free from dementia. The company specializes in developing advanced clinical technologies that empower longevity physicians to detect and prevent cognitive decline and other brain longevity challenges. By analyzing brain MRI and biomedical data, BrainKey provides highly accurate and personalized brain health insights, supporting physicians in delivering tailored care for brain longevity. BrainKey's AI-powered platform streamlines diagnostics and reporting, improving both clinical outcomes and financial efficiency across the continuum of brain health care.

Short Clip about BrainKey from the BBC: https://www.youtube.com/watch?v=ioSgvROTP0E
",BrainKey,"San Francisco, CA, USA",Brain Longevity: We quantify brain health,Active,"neurotechnology,health-tech,digital-health,ai",12,https://www.brainkey.ai/
"Chris Bache,Bill Violante",W19,2018,"B2B,Sales",5,"Richmond, VA",https://bookface-images.s3.amazonaws.com/small_logos/8490dae3dafb5e213b1c6281bb3561f426bf994f.png,We are building a SMS business messaging platform for Contact Centers and their teams,Hatch,"Richmond, VA, USA",SMS for Contact Centers ,Active,saas,73,http://usehatchapp.com
